ownership_group,PARCELID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZip,match_reason,confidence,include_in_defensible_total,TaxYear,PropertyID,Assessment,PropType,DbaName,CareOfTaxp,LegalDescr,Subdivisio,project_category
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401090000,MISTERTURNER LIMITED PARTNERSHIP,8.13,Powell,228 DOUGLAS DR,,,,,,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601508,0000206070,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 9, ACRES 8.13, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401550000,BOYD PATRICK KELLY TRUSTEE &,7.83,Powell,4 VASCO DR,,,MILL VALLEY,CA,94941-1428,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204363,0000860468,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 81, ACRES 7.83, HOME RANCH PHASE 2 EAST PLAT C-591",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711101050000,WILLIAMS CHRISTOPHER J B & KRISTINE C TRUSTEES,7.69,Powell,PO BOX 2708,,,NAPLES,FL,34106-2708,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204368,0000205378,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 74A, ACRES 7.69, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710301100000,PAR 5 RANCH LLC,7.62,Powell,101 S 108TH AVE STE 2,,,OMAHA,NE,68154-2654,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456058,0000205380,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 12, ACRES 7.62, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703302650000,CADENCE INTERESTS LLC,7.15,Powell,1300 MEADOWBROOK RD STE 202,,,JACKSON,MS,39211-6376,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1520202,0000206065,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 1, ACRES 7.15, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710204010000,COELPETHANY LLC,6.74,Powell,2110 OAK AVE,,,COLUMBUS,GA,31906-1436,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456063,0000206056,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 19A, ACRES 6.74, HOME RANCH DEV, PHASE 3, PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702101350000,WOODS TODD & JENNIFER,6.67,Powell,100 E CHAMBORD DR NW,,,ATLANTA,GA,30327,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204348,0000205387,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 88, ACRES 6.67, HOME RANCH PHASE 2 EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710203050000,MILLER DAVID B TRUSTEE,6.64,Powell,4143 MAPLE AVE STE 500,,,DALLAS,TX,75219-3294,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456068,0000206054,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 24A, ACRES 6.64, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703302300000,DAVID B MILLER MANAGEMENT TRUST &,6.53,Powell,4143 MAPLE AVE STE 500,,,DALLAS,TX,75219-3294,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1455904,0000703452,Improved Property,,MILLER DAVID B TRUSTEE,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, Lot 50A, ACRES 6.53, PER PLAT C-629",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710103050000,25 LLC,6.45,Powell,11448 OPAL SPRINGS WAY,,,LAS VEGAS,NV,89135-3421,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456056,0000706499,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 10, ACRES 6.45, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702102150000,CORONA 50 LP,6.2,Powell,1240 NEXT STEP DR,,,DRIFTWOOD,TX,78619-2234,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204434,0000205359,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 59, ACRES 6.2, HOME RANCH PHASE 2 EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03092707486010000,JAY FOLEY PROPERTIES LLC,6.0,Yellowstone,2612 CASTLE PINES CIRCLE,,,BILLINGS,MT,59101-3200,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,221261,000A284920,Improved Property,,,"TRILLIUM SUBD, S07, T01 S, R26 E, BLOCK 2, Lot 1",TRILLIUM SUBD,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401200000,WILSON WILLIAM B TRUSTEE,5.56,Powell,2660 EASTCHASE LN STE 100,,,MONTGOMERY,AL,36117-7024,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204355,0000205891,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, ACRES 5.56, HOME RANCH PHASE TWO EAST PLAT C-580 LOT 63",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710103010000,25 LLC,5.48,Powell,11448 OPAL SPRINGS WAY,,,LAS VEGAS,NV,89135-3421,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456057,0000706499,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 11, ACRES 5.48, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401250000,SANSONE NICK,5.21,Powell,468 OLD POLO RUN,,,SAINT LOUIS,MO,63131-4810,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204356,0000706478,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, ACRES 5.21, HOME RANCH PHASE TWO EAST PLAT C-580 LOT 64",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401350000,CARROLL JOHN J III TRUSTEE,5.17,Powell,64 OVERHILLS DR,,,SAINT LOUIS,MO,63124-1532,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204358,0000706473,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 66, ACRES 5.17, HOME RANCH PHASE TWO EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,13136705301040000,FOLEY RICHARD & KIMBERLY & LINDA,5.09,Ravalli,465 FOLEY LN,,,HAMILTON,MT,59840-9025,owner-name keyword: FOLEY; Foley surname/RCCC token without entity or address corroboration,unrelated,False,2026,1600994,0000656560,Improved Property,,,"S05, T05 N, R20 W, ACRES 5.09, IN SWSW INDEX 36 CS #768253-F PARCEL A",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710103200000,MARTINEZ JON D & SHERYL TRUSTEES,5.07,Powell,2115 VIA GAVILAN,,,SAN CLEMENTE,CA,92673-5641,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456054,0000706487,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 8, ACRES 5.07, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167709103150000,WOOLVERTON SEAN & ERICA TRUSTEES,5.05,Powell,1081 LONG SHOALS PT,,,GREENSBORO,GA,30642-5073,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1623423,0000706550,Vacant Land,,,"ROCK CREEK CATTLE COMPANY HOME RANCH DEVELOPMENT PHASE 3A, S09, T08 N, R10 W, Lot 5, ACRES 5.05, PLAT C-647",ROCK CREEK CATTLE COMPANY HOME RANCH DEVELOPMENT PHASE 3A,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710104010000,HARPOLE JORDAN J &,4.96,Powell,405 MONARCH BAY DR,,,DANA POINT,CA,92629-3404,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456050,0000706512,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 4, ACRES 4.96, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167709101050000,JOHNSON PETER & KENDRA TRUSTEE,4.92,Powell,1100 BUENA VISTA ST,,,SOUTH PASADENA,CA,91030-1708,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456079,0000206051,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S09, T08 N, R10 W, Lot 33A, ACRES 4.92, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702402050000,DUBOIS DON & NATALIE TRUSTEES,4.84,Powell,20 PINEHURST LN,,,NEWPORT BEACH,CA,92660-5229,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204366,0000205277,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 77A, ACRES 4.84, PER PLAT C-632",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401140000,NEBLETT COLIN REED & ABIGAIL BUCHANAN,4.8,Powell,3115 BRYN MAWR DR,,,DALLAS,TX,75225-7724,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601515,0000206077,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 2, ACRES 4.8, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710103100000,MCMACKIN REED R & NICOLE F &,4.79,Powell,106 PINNACLE TRL,,,IRVINE,CA,92618-4815,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456055,0000206236,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 9A, ACRES 4.79, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711102010000,WILLIE JACK LLC &,4.67,Powell,3136 204TH CT NE,,,SAMMAMISH,WA,98074-4360,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204373,0000206095,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 67, ACRES 4.67, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711102100000,SINGLE BARREL LLC,4.62,Powell,601 FLINT VIEW RD,,,DEER LODGE,MT,59722-8823,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204370,0000205272,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 72, ACRES 4.62, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401300000,AMMERMAN DOUGLAS K TRUSTEE &,4.4,Powell,57 EMERALD BAY,,,LAGUNA BEACH,CA,92651,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204357,0000706740,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, ACRES 4.4, HOME RANCH PHASE TWO EAST PLAT C-580 LOT 65",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711203050000,BAILY FINANCIAL GROUP LP,4.3,Powell,6406 E SHIRE WAY,,,LONG BEACH,CA,90815-4742,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456023,0000706490,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 1A, ACRES 4.3, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401450000,ESREY WILLIAM T JR & ELIZABETH L TRUSTEES,4.3,Powell,685 STONEHOUSE LN,,,MONTECITO,CA,93108-1547,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204361,0000205325,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 80, ACRES 4.3, HOME RANCH PHASE TWO EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710104050000,RICE DAVID JOSEPH & ELAINE ALVA MURPHY,4.27,Powell,3141 RIVERSHORE LN,,,PORT CHARLOTTE,FL,33953-5698,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456051,0000706492,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 5, ACRES 4.27, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177534402010000,HOLLAND C MALCOLM & ANN M,4.17,Powell,11641 WANDER LN,,,DALLAS,TX,75230-3040,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1488934,0000706474,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S34, T09 N, R10 W, Lot 19A, ACRES 4.17, HOME RANCH DEV, PHASE 4, AMENDED PLAT COS 806RB",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,03082218204930000,RIVER RANCH RETREAT HOA,4.152,Yellowstone,100 N 27TH ST,,,BILLINGS,MT,59101-2086,candidate generator only,unrelated,False,2026,1516473,000C167510,Non-Valued with Specials,,FOLEY GROUP LLC,"RIVER RANCH RETREAT SUB (14), S18, T02 S, R25 E, Lot 23A, OPEN SPACE (21)",RIVER RANCH RETREAT SUB (14),Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710201100000,CRONENBOLD DAVID & DEIDRE TRUSTEES OF THE CRONENBOLD FAMILY TRUST,4.15,Powell,763 HOT SPRINGS RD,,,SANTA BARBARA,CA,93108-1106,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456067,0000706511,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 23, ACRES 4.15, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702102250000,RUNNELS DAVID G,4.13,Powell,5613 CEDAR CREEK DR,,,HOUSTON,TX,77056-2309,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204351,0000706485,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 84, ACRES 4.13, HOME RANCH PHASE TWO EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711203150000,BAILY FINANCIAL GROUP LP,4.06,Powell,6406 E SHIRE WAY,,,LONG BEACH,CA,90815-4742,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456025,0000206061,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 3A, ACRES 4.06, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711102150000,WILLIEJACK LLC &,4.01,Powell,3136 204TH CT NE,,,SAMMAMISH,WA,98074-4360,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204371,0000706502,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 78, ACRES 4.01, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177533403201001,EQUESTRIAN LIFE MT LLC,4.0,Powell,124 W PINE ST,,,MISSOULA,MT,59802-4222,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1523522,0000706518,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S33, T09 N, R10 W, Lot 5, ACRES 4, WILLOW CREEK HOMESTEAD PLAT C-571, IN LD1712, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711101100000,WHAREN ROBERT E & MARY BETH,3.9,Powell,120 CUELLO CT UNIT 101,,,PONTE VEDRA BEACH,FL,32082-4088,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204369,0000703459,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 73, ACRES 3.9, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702401400000,GRAY SARAH K & BRAD,3.89,Powell,781 FLINT VIEW RD,,,DEER LODGE,MT,59722-8822,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204360,0000706510,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 79, ACRES 3.89, HOME RANCH PHASE TWO EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704401110000,MISTERTURNER LIMITED PARTNERSHIP,3.77,Powell,228 DOUGLAS DR,,,,,,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1601509,0000206071,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S04, T08 N, R10 W, Lot 8, ACRES 3.77, HOME RANCH DEV PH 6 PER PLAT C-636",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711203100000,BAILY FINANCIAL GROUP LP,3.73,Powell,6406 E SHIRE WAY,,,LONG BEACH,CA,90815-4742,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456024,0000206062,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 2A, ACRES 3.73, PER PLAT C-633",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711102050000,MACE FAMILY PROPERTIES MONTANA LLC,3.56,Powell,6035 WINTERTHUR DR,,,ATLANTA,GA,30328-4623,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204372,0000703451,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S11, T08 N, R10 W, Lot 71, ACRES 3.56, HOME RANCH DEV, PHASE 2 EAST, PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167709101300000,APPLEBY ROBERT B & CARA C,3.49,Powell,4232 SAN GABRIEL DR,,,DALLAS,TX,75229-4128,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456084,0000706489,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S09, T08 N, R10 W, Lot 17, ACRES 3.49, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702402100000,STR MONTANA LLC,3.48,Powell,PO BOX 1687,,,BELLFLOWER,CA,90707-1687,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1204367,0000703468,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 76, ACRES 3.48, HOME RANCH PHASE TWO EAST PLAT C-580",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710103300000,HAAS-BRENES MICHELLE TRUSTEE &,3.47,Powell,1349 DILEVANTE DR,,,HENDERSON,NV,89052-4151,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456052,0000706536,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 6, ACRES 3.47, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710201200000,SARRAFIAN ZAREH & CARRIE,3.43,Powell,6937 WYNDHAM HILL DR,,,RIVERSIDE,CA,92506-7503,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456065,0000706491,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 21, ACRES 3.43, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710103250000,NEVELL MICHAEL J & SUSAN D TRUSTEES,3.4,Powell,11703 DISCOVERY CANYON DR,,,LAS VEGAS,NV,89135-7928,legal/subdivision context contains ROCK CREEK CATTLE COMPANY; owner field is not a confirmed developer entity; treated as individually owned member/homeowner or other nondeveloper parcel,unrelated,False,2026,1456053,0000706495,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S10, T08 N, R10 W, Lot 7, ACRES 3.4, HOME RANCH DEV, PHASE 3, PLAT C-593",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
