PARCELID,PropertyID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZipCo,DbaName,CareOfTaxp,LegalDescr,Township,Range,Section,matched_grouped_entity,ranch_component,match_reason
49043130201010000,670542,WEST CREEK RANCH LLC,529.23,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S30, T06 S, R07 E, C.O.S. COS 2131, LOTS 1-4,E2E2,NW4NE4,E2W2,SW4SE4 OESS PARCEL MS-1 OF COS 2131",06 S,07 E,30,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034205201010000,669289,WEST CREEK RANCH LLC,482.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S05, T07 S, R07 E, E2, NW4",07 S,07 E,05,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043133301010000,669288,WEST CREEK RANCH LLC,430.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S33, T06 S, R07 E, ALL LESS C/S 1391",06 S,07 E,33,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043128301010000,669755,WEST CREEK RANCH LLC,346.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S28, T06 S, R07 E, ALL LESS C/S 180A & 1391",06 S,07 E,28,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043129401010000,669756,WEST CREEK RANCH LLC,320.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S29, T06 S, R07 E, E2",06 S,07 E,29,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043129301010000,669287,WEST CREEK RANCH LLC,320.0,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S29, T06 S, R07 E, W2",06 S,07 E,29,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043134201010000,669760,WEST CREEK RANCH LLC,246.14,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S34, T06 S, R07 E, C.O.S. 1400, PARCEL 4 & 4A, E OF HWY",06 S,07 E,34,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043134201020000,669758,WEST CREEK RANCH LLC,243.26,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S34, T06 S, R07 E, C.O.S. COS 1391, PARCEL 001",06 S,07 E,34,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034204201150000,669757,WEST CREEK RANCH LLC,160.96,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S04, T07 S, R07 E, GOVT TRACT 38 (GOVT LOTS 2,3, S2NW4)",07 S,07 E,04,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034204201100000,669291,WEST CREEK RANCH LLC,136.85,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S04, T07 S, R07 E, GOVT LOTS 11, 12, 13, 14, 15",07 S,07 E,04,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034204201010000,669293,WEST CREEK RANCH LLC,116.37,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S04, T07 S, R07 E, C.O.S. 986, PARCEL 1-2",07 S,07 E,04,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043130101010000,669464,WEST CREEK RANCH LLC,79.36,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S30, T06 S, R07 E, C.O.S. 1330, SW4NE4, NW4SE4",06 S,07 E,30,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043128101050000,669454,WEST CREEK RANCH LLC,38.237,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S28, T06 S, R07 E, C.O.S. 180A, PARCEL A B & C LESS MS-2 OF COS 2131",06 S,07 E,28,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49034204104010000,669759,WEST CREEK RANCH LLC,31.625,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S04, T07 S, R07 E, C.O.S. 986, PARCEL 3",07 S,07 E,04,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
49043120401100000,669754,WEST CREEK RANCH LLC,16.61,Park,PO BOX 318,,,EMIGRANT,MT,59027-0318,,BRIANNE DOWNEY,"S20, T06 S, R07 E, C.O.S. 2131, PARCEL CW",06 S,07 E,20,ARTHUR BLANK / AMB WEST,West Creek Ranch,Official AMB West page says Arthur Blank purchased West Creek in 2017; cadastral owner uses AMB West's shared PO Box 318 Emigrant address.
